RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Sales
1999-05-01,61625,10011,New York,NY,New York,New York,21,3578000.0
1999-06-01,61625,10011,New York,NY,New York,New York,21,3502200.0
1999-07-01,61625,10011,New York,NY,New York,New York,21,3425400.0
1999-08-01,61625,10011,New York,NY,New York,New York,21,3352700.0
1999-09-01,61625,10011,New York,NY,New York,New York,21,3288700.0
1999-10-01,61625,10011,New York,NY,New York,New York,21,3233300.0
1999-11-01,61625,10011,New York,NY,New York,New York,21,3185300.0
1999-12-01,61625,10011,New York,NY,New York,New York,21,3141500.0
2000-01-01,61625,10011,New York,NY,New York,New York,21,3100500.0
2000-02-01,61625,10011,New York,NY,New York,New York,21,3062900.0
2000-03-01,61625,10011,New York,NY,New York,New York,21,3028800.0
2000-04-01,61625,10011,New York,NY,New York,New York,21,2996900.0
2000-05-01,61625,10011,New York,NY,New York,New York,21,2967600.0
2000-06-01,61625,10011,New York,NY,New York,New York,21,2941000.0
2000-07-01,61625,10011,New York,NY,New York,New York,21,2919300.0
2000-08-01,61625,10011,New York,NY,New York,New York,21,2906000.0
2000-09-01,61625,10011,New York,NY,New York,New York,21,2903800.0
2000-10-01,61625,10011,New York,NY,New York,New York,21,2912100.0
2000-11-01,61625,10011,New York,NY,New York,New York,21,2929100.0
2000-12-01,61625,10011,New York,NY,New York,New York,21,2952600.0
2001-01-01,61625,10011,New York,NY,New York,New York,21,2978500.0
2001-02-01,61625,10011,New York,NY,New York,New York,21,3004800.0
2001-03-01,61625,10011,New York,NY,New York,New York,21,3031600.0
2001-04-01,61625,10011,New York,NY,New York,New York,21,3058600.0
2001-05-01,61625,10011,New York,NY,New York,New York,21,3083700.0
2001-06-01,61625,10011,New York,NY,New York,New York,21,3106900.0
2001-07-01,61625,10011,New York,NY,New York,New York,21,3130800.0
2001-08-01,61625,10011,New York,NY,New York,New York,21,3159700.0
2001-09-01,61625,10011,New York,NY,New York,New York,21,3196900.0
2001-10-01,61625,10011,New York,NY,New York,New York,21,3241800.0
2001-11-01,61625,10011,New York,NY,New York,New York,21,3292800.0
2001-12-01,61625,10011,New York,NY,New York,New York,21,3345700.0
2002-01-01,61625,10011,New York,NY,New York,New York,21,3395200.0
2002-02-01,61625,10011,New York,NY,New York,New York,21,3439200.0
2002-03-01,61625,10011,New York,NY,New York,New York,21,3479100.0
2002-04-01,61625,10011,New York,NY,New York,New York,21,3513900.0
2002-05-01,61625,10011,New York,NY,New York,New York,21,3541900.0
2002-06-01,61625,10011,New York,NY,New York,New York,21,3563800.0
2002-07-01,61625,10011,New York,NY,New York,New York,21,3583700.0
2002-08-01,61625,10011,New York,NY,New York,New York,21,3609100.0
2002-09-01,61625,10011,New York,NY,New York,New York,21,3644400.0
2002-10-01,61625,10011,New York,NY,New York,New York,21,3690500.0
2002-11-01,61625,10011,New York,NY,New York,New York,21,3739500.0
2002-12-01,61625,10011,New York,NY,New York,New York,21,3786700.0
2003-01-01,61625,10011,New York,NY,New York,New York,21,3831500.0
2003-02-01,61625,10011,New York,NY,New York,New York,21,3872600.0
2003-03-01,61625,10011,New York,NY,New York,New York,21,3909600.0
2003-04-01,61625,10011,New York,NY,New York,New York,21,3953800.0
2003-05-01,61625,10011,New York,NY,New York,New York,21,4013300.0
2003-06-01,61625,10011,New York,NY,New York,New York,21,4086400.0
2003-07-01,61625,10011,New York,NY,New York,New York,21,4160600.0
2003-08-01,61625,10011,New York,NY,New York,New York,21,4210000.0
2003-09-01,61625,10011,New York,NY,New York,New York,21,4210500.0
2003-10-01,61625,10011,New York,NY,New York,New York,21,4165800.0
2003-11-01,61625,10011,New York,NY,New York,New York,21,4090200.0
2003-12-01,61625,10011,New York,NY,New York,New York,21,3986700.0
2004-01-01,61625,10011,New York,NY,New York,New York,21,3865500.0
2004-02-01,61625,10011,New York,NY,New York,New York,21,3736900.0
2004-03-01,61625,10011,New York,NY,New York,New York,21,3609700.0
2004-04-01,61625,10011,New York,NY,New York,New York,21,3501100.0
2004-05-01,61625,10011,New York,NY,New York,New York,21,3428500.0
2004-06-01,61625,10011,New York,NY,New York,New York,21,3389300.0
2004-07-01,61625,10011,New York,NY,New York,New York,21,3375600.0
2004-08-01,61625,10011,New York,NY,New York,New York,21,3380400.0
2004-09-01,61625,10011,New York,NY,New York,New York,21,3397900.0
2004-10-01,61625,10011,New York,NY,New York,New York,21,3418500.0
2004-11-01,61625,10011,New York,NY,New York,New York,21,3443000.0
2004-12-01,61625,10011,New York,NY,New York,New York,21,3491800.0
2005-01-01,61625,10011,New York,NY,New York,New York,21,3762100.0
2005-02-01,61625,10011,New York,NY,New York,New York,21,3908800.0
2005-03-01,61625,10011,New York,NY,New York,New York,21,4023200.0
2005-04-01,61625,10011,New York,NY,New York,New York,21,4084800.0
2005-05-01,61625,10011,New York,NY,New York,New York,21,4080800.0
2005-06-01,61625,10011,New York,NY,New York,New York,21,4037400.0
2005-07-01,61625,10011,New York,NY,New York,New York,21,4002300.0
2005-08-01,61625,10011,New York,NY,New York,New York,21,4005300.0
2005-09-01,61625,10011,New York,NY,New York,New York,21,4045100.0
2005-10-01,61625,10011,New York,NY,New York,New York,21,4107700.0
2005-11-01,61625,10011,New York,NY,New York,New York,21,4191200.0
2005-12-01,61625,10011,New York,NY,New York,New York,21,4303900.0
2006-01-01,61625,10011,New York,NY,New York,New York,21,4436300.0
2006-02-01,61625,10011,New York,NY,New York,New York,21,4557300.0
2006-03-01,61625,10011,New York,NY,New York,New York,21,4640100.0
2006-04-01,61625,10011,New York,NY,New York,New York,21,4661400.0
2006-05-01,61625,10011,New York,NY,New York,New York,21,4611100.0
2006-06-01,61625,10011,New York,NY,New York,New York,21,4513000.0
2006-07-01,61625,10011,New York,NY,New York,New York,21,4400600.0
2006-08-01,61625,10011,New York,NY,New York,New York,21,4302700.0
2006-09-01,61625,10011,New York,NY,New York,New York,21,4249100.0
2006-10-01,61625,10011,New York,NY,New York,New York,21,4264800.0
2006-11-01,61625,10011,New York,NY,New York,New York,21,4353300.0
2006-12-01,61625,10011,New York,NY,New York,New York,21,4493200.0
2007-01-01,61625,10011,New York,NY,New York,New York,21,4635000.0
2007-02-01,61625,10011,New York,NY,New York,New York,21,4741700.0
2007-03-01,61625,10011,New York,NY,New York,New York,21,4826000.0
2007-04-01,61625,10011,New York,NY,New York,New York,21,4898000.0
2007-05-01,61625,10011,New York,NY,New York,New York,21,4938400.0
2007-06-01,61625,10011,New York,NY,New York,New York,21,4960300.0
2007-07-01,61625,10011,New York,NY,New York,New York,21,5016400.0
2007-08-01,61625,10011,New York,NY,New York,New York,21,5131200.0
2007-09-01,61625,10011,New York,NY,New York,New York,21,5271900.0
2007-10-01,61625,10011,New York,NY,New York,New York,21,5397300.0
2007-11-01,61625,10011,New York,NY,New York,New York,21,5502400.0
2007-12-01,61625,10011,New York,NY,New York,New York,21,5602000.0
2008-01-01,61625,10011,New York,NY,New York,New York,21,5686800.0
2008-02-01,61625,10011,New York,NY,New York,New York,21,5729600.0
2008-03-01,61625,10011,New York,NY,New York,New York,21,5745800.0
2008-04-01,61625,10011,New York,NY,New York,New York,21,5749900.0
2008-05-01,61625,10011,New York,NY,New York,New York,21,5723500.0
2008-06-01,61625,10011,New York,NY,New York,New York,21,5671500.0
2008-07-01,61625,10011,New York,NY,New York,New York,21,5666900.0
2008-08-01,61625,10011,New York,NY,New York,New York,21,5734700.0
2008-09-01,61625,10011,New York,NY,New York,New York,21,5824300.0
2008-10-01,61625,10011,New York,NY,New York,New York,21,5897600.0
2008-11-01,61625,10011,New York,NY,New York,New York,21,5968500.0
2008-12-01,61625,10011,New York,NY,New York,New York,21,6068200.0
2009-01-01,61625,10011,New York,NY,New York,New York,21,6189600.0
2009-02-01,61625,10011,New York,NY,New York,New York,21,6305600.0
2009-03-01,61625,10011,New York,NY,New York,New York,21,6421200.0
2009-04-01,61625,10011,New York,NY,New York,New York,21,6550900.0
2009-05-01,61625,10011,New York,NY,New York,New York,21,6662700.0
2009-06-01,61625,10011,New York,NY,New York,New York,21,6719200.0
2009-07-01,61625,10011,New York,NY,New York,New York,21,6726100.0
2009-08-01,61625,10011,New York,NY,New York,New York,21,6716600.0
2009-09-01,61625,10011,New York,NY,New York,New York,21,6706900.0
2009-10-01,61625,10011,New York,NY,New York,New York,21,6711300.0
2009-11-01,61625,10011,New York,NY,New York,New York,21,6730200.0
2009-12-01,61625,10011,New York,NY,New York,New York,21,6777200.0
2010-01-01,61625,10011,New York,NY,New York,New York,21,6785500.0
2010-02-01,61625,10011,New York,NY,New York,New York,21,6811100.0
2010-03-01,61625,10011,New York,NY,New York,New York,21,6722700.0
2010-04-01,61625,10011,New York,NY,New York,New York,21,6578200.0
2010-05-01,61625,10011,New York,NY,New York,New York,21,6555400.0
2010-06-01,61625,10011,New York,NY,New York,New York,21,6647400.0
2010-07-01,61625,10011,New York,NY,New York,New York,21,6725000.0
2010-08-01,61625,10011,New York,NY,New York,New York,21,6783400.0
2010-09-01,61625,10011,New York,NY,New York,New York,21,6789200.0
2010-10-01,61625,10011,New York,NY,New York,New York,21,6823100.0
2010-11-01,61625,10011,New York,NY,New York,New York,21,6892500.0
2010-12-01,61625,10011,New York,NY,New York,New York,21,6786000.0
2011-01-01,61625,10011,New York,NY,New York,New York,21,6560600.0
2011-02-01,61625,10011,New York,NY,New York,New York,21,6403400.0
2011-03-01,61625,10011,New York,NY,New York,New York,21,6377300.0
2011-04-01,61625,10011,New York,NY,New York,New York,21,6398000.0
2011-05-01,61625,10011,New York,NY,New York,New York,21,6458000.0
2011-06-01,61625,10011,New York,NY,New York,New York,21,6613600.0
2011-07-01,61625,10011,New York,NY,New York,New York,21,6727900.0
2011-08-01,61625,10011,New York,NY,New York,New York,21,6692400.0
2011-09-01,61625,10011,New York,NY,New York,New York,21,6710100.0
2011-10-01,61625,10011,New York,NY,New York,New York,21,6859800.0
2011-11-01,61625,10011,New York,NY,New York,New York,21,6934100.0
2011-12-01,61625,10011,New York,NY,New York,New York,21,6936700.0
2012-01-01,61625,10011,New York,NY,New York,New York,21,7103800.0
2012-02-01,61625,10011,New York,NY,New York,New York,21,7428300.0
2012-03-01,61625,10011,New York,NY,New York,New York,21,7694600.0
2012-04-01,61625,10011,New York,NY,New York,New York,21,7872000.0
2012-05-01,61625,10011,New York,NY,New York,New York,21,7994800.0
2012-06-01,61625,10011,New York,NY,New York,New York,21,8003300.0
2012-07-01,61625,10011,New York,NY,New York,New York,21,7972900.0
2012-08-01,61625,10011,New York,NY,New York,New York,21,7962600.0
2012-09-01,61625,10011,New York,NY,New York,New York,21,7908600.0
2012-10-01,61625,10011,New York,NY,New York,New York,21,7720400.0
2012-11-01,61625,10011,New York,NY,New York,New York,21,7704700.0
2012-12-01,61625,10011,New York,NY,New York,New York,21,7819500.0
2013-01-01,61625,10011,New York,NY,New York,New York,21,7886000.0
2013-02-01,61625,10011,New York,NY,New York,New York,21,7814000.0
2013-03-01,61625,10011,New York,NY,New York,New York,21,7849900.0
2013-04-01,61625,10011,New York,NY,New York,New York,21,7864300.0
2013-05-01,61625,10011,New York,NY,New York,New York,21,7818000.0
2013-06-01,61625,10011,New York,NY,New York,New York,21,7799300.0
2013-07-01,61625,10011,New York,NY,New York,New York,21,7796000.0
2013-08-01,61625,10011,New York,NY,New York,New York,21,7798300.0
2013-09-01,61625,10011,New York,NY,New York,New York,21,7927500.0
2013-10-01,61625,10011,New York,NY,New York,New York,21,8152300.0
2013-11-01,61625,10011,New York,NY,New York,New York,21,8289100.0
2013-12-01,61625,10011,New York,NY,New York,New York,21,8554800.0
2014-01-01,61625,10011,New York,NY,New York,New York,21,8835500.0
2014-02-01,61625,10011,New York,NY,New York,New York,21,9015500.0
2014-03-01,61625,10011,New York,NY,New York,New York,21,9245400.0
2014-04-01,61625,10011,New York,NY,New York,New York,21,9591500.0
2014-05-01,61625,10011,New York,NY,New York,New York,21,9817900.0
2014-06-01,61625,10011,New York,NY,New York,New York,21,9817300.0
2014-07-01,61625,10011,New York,NY,New York,New York,21,9919200.0
2014-08-01,61625,10011,New York,NY,New York,New York,21,10169600.0
2014-09-01,61625,10011,New York,NY,New York,New York,21,10399000.0
2014-10-01,61625,10011,New York,NY,New York,New York,21,10440400.0
2014-11-01,61625,10011,New York,NY,New York,New York,21,10452500.0
2014-12-01,61625,10011,New York,NY,New York,New York,21,10428700.0
2015-01-01,61625,10011,New York,NY,New York,New York,21,10476500.0
2015-02-01,61625,10011,New York,NY,New York,New York,21,10544400.0
2015-03-01,61625,10011,New York,NY,New York,New York,21,10569300.0
2015-04-01,61625,10011,New York,NY,New York,New York,21,10572500.0
2015-05-01,61625,10011,New York,NY,New York,New York,21,10569500.0
2015-06-01,61625,10011,New York,NY,New York,New York,21,10674900.0
2015-07-01,61625,10011,New York,NY,New York,New York,21,10848100.0
2015-08-01,61625,10011,New York,NY,New York,New York,21,11131200.0
2015-09-01,61625,10011,New York,NY,New York,New York,21,11342700.0
2015-10-01,61625,10011,New York,NY,New York,New York,21,11378800.0
2015-11-01,61625,10011,New York,NY,New York,New York,21,11255300.0
2015-12-01,61625,10011,New York,NY,New York,New York,21,11248600.0
2016-01-01,61625,10011,New York,NY,New York,New York,21,11286600.0
2016-02-01,61625,10011,New York,NY,New York,New York,21,11395300.0
2016-03-01,61625,10011,New York,NY,New York,New York,21,11498100.0
2016-04-01,61625,10011,New York,NY,New York,New York,21,11574100.0
2016-05-01,61625,10011,New York,NY,New York,New York,21,11618900.0
2016-06-01,61625,10011,New York,NY,New York,New York,21,11681200.0
2016-07-01,61625,10011,New York,NY,New York,New York,21,11701600.0
2016-08-01,61625,10011,New York,NY,New York,New York,21,11733900.0
2016-09-01,61625,10011,New York,NY,New York,New York,21,11764800.0
2016-10-01,61625,10011,New York,NY,New York,New York,21,11830000.0
2016-11-01,61625,10011,New York,NY,New York,New York,21,11932900.0
2016-12-01,61625,10011,New York,NY,New York,New York,21,12000400.0
2017-01-01,61625,10011,New York,NY,New York,New York,21,11998800.0
2017-02-01,61625,10011,New York,NY,New York,New York,21,12013400.0
2017-03-01,61625,10011,New York,NY,New York,New York,21,12028600.0
2017-04-01,61625,10011,New York,NY,New York,New York,21,11993400.0
2017-05-01,61625,10011,New York,NY,New York,New York,21,11969900.0
2017-06-01,61625,10011,New York,NY,New York,New York,21,12053100.0
2017-07-01,61625,10011,New York,NY,New York,New York,21,12137600.0
2017-08-01,61625,10011,New York,NY,New York,New York,21,12112600.0
2017-09-01,61625,10011,New York,NY,New York,New York,21,12036600.0
2017-10-01,61625,10011,New York,NY,New York,New York,21,12050100.0
2017-11-01,61625,10011,New York,NY,New York,New York,21,12016300.0
2017-12-01,61625,10011,New York,NY,New York,New York,21,11946500.0
2018-01-01,61625,10011,New York,NY,New York,New York,21,11978100.0
2018-02-01,61625,10011,New York,NY,New York,New York,21,11849300.0
2018-03-01,61625,10011,New York,NY,New York,New York,21,11563000.0
2018-04-01,61625,10011,New York,NY,New York,New York,21,11478300.0
