RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Sales
2002-11-01,61628,10014,New York,NY,New York,New York,509,299500.0
2002-12-01,61628,10014,New York,NY,New York,New York,509,300900.0
2003-01-01,61628,10014,New York,NY,New York,New York,509,308400.0
2003-02-01,61628,10014,New York,NY,New York,New York,509,322800.0
2003-03-01,61628,10014,New York,NY,New York,New York,509,338900.0
2003-04-01,61628,10014,New York,NY,New York,New York,509,354100.0
2003-05-01,61628,10014,New York,NY,New York,New York,509,366200.0
2003-06-01,61628,10014,New York,NY,New York,New York,509,376000.0
2003-07-01,61628,10014,New York,NY,New York,New York,509,384200.0
2003-08-01,61628,10014,New York,NY,New York,New York,509,390300.0
2003-09-01,61628,10014,New York,NY,New York,New York,509,394400.0
2003-10-01,61628,10014,New York,NY,New York,New York,509,397100.0
2003-11-01,61628,10014,New York,NY,New York,New York,509,399100.0
2003-12-01,61628,10014,New York,NY,New York,New York,509,400600.0
2004-01-01,61628,10014,New York,NY,New York,New York,509,5299500.0
2004-02-01,61628,10014,New York,NY,New York,New York,509,4648100.0
2004-03-01,61628,10014,New York,NY,New York,New York,509,4168100.0
2004-04-01,61628,10014,New York,NY,New York,New York,509,3833300.0
2004-05-01,61628,10014,New York,NY,New York,New York,509,3601700.0
2004-06-01,61628,10014,New York,NY,New York,New York,509,3433500.0
2004-07-01,61628,10014,New York,NY,New York,New York,509,3327400.0
2004-08-01,61628,10014,New York,NY,New York,New York,509,3290000.0
2004-09-01,61628,10014,New York,NY,New York,New York,509,3317600.0
2004-10-01,61628,10014,New York,NY,New York,New York,509,3393000.0
2004-11-01,61628,10014,New York,NY,New York,New York,509,3500600.0
2004-12-01,61628,10014,New York,NY,New York,New York,509,3637200.0
2005-01-01,61628,10014,New York,NY,New York,New York,509,3786400.0
2005-02-01,61628,10014,New York,NY,New York,New York,509,3923400.0
2005-03-01,61628,10014,New York,NY,New York,New York,509,4027600.0
2005-04-01,61628,10014,New York,NY,New York,New York,509,4075200.0
2005-05-01,61628,10014,New York,NY,New York,New York,509,4044600.0
2005-06-01,61628,10014,New York,NY,New York,New York,509,3957900.0
2005-07-01,61628,10014,New York,NY,New York,New York,509,3862900.0
2005-08-01,61628,10014,New York,NY,New York,New York,509,3804000.0
2005-09-01,61628,10014,New York,NY,New York,New York,509,3804300.0
2005-10-01,61628,10014,New York,NY,New York,New York,509,3863900.0
2005-11-01,61628,10014,New York,NY,New York,New York,509,3976700.0
2005-12-01,61628,10014,New York,NY,New York,New York,509,4157900.0
2006-01-01,61628,10014,New York,NY,New York,New York,509,4398500.0
2006-02-01,61628,10014,New York,NY,New York,New York,509,4669800.0
2006-03-01,61628,10014,New York,NY,New York,New York,509,4944600.0
2006-04-01,61628,10014,New York,NY,New York,New York,509,5180800.0
2006-05-01,61628,10014,New York,NY,New York,New York,509,5304200.0
2006-06-01,61628,10014,New York,NY,New York,New York,509,5289100.0
2006-07-01,61628,10014,New York,NY,New York,New York,509,5141600.0
2006-08-01,61628,10014,New York,NY,New York,New York,509,4901400.0
2006-09-01,61628,10014,New York,NY,New York,New York,509,4626400.0
2006-10-01,61628,10014,New York,NY,New York,New York,509,4392400.0
2006-11-01,61628,10014,New York,NY,New York,New York,509,4245700.0
2006-12-01,61628,10014,New York,NY,New York,New York,509,4204800.0
2007-01-01,61628,10014,New York,NY,New York,New York,509,4224000.0
2007-02-01,61628,10014,New York,NY,New York,New York,509,4256000.0
2007-03-01,61628,10014,New York,NY,New York,New York,509,4296200.0
2007-04-01,61628,10014,New York,NY,New York,New York,509,4343100.0
2007-05-01,61628,10014,New York,NY,New York,New York,509,4363000.0
2007-06-01,61628,10014,New York,NY,New York,New York,509,4380300.0
2007-07-01,61628,10014,New York,NY,New York,New York,509,4472500.0
2007-08-01,61628,10014,New York,NY,New York,New York,509,4675700.0
2007-09-01,61628,10014,New York,NY,New York,New York,509,4957700.0
2007-10-01,61628,10014,New York,NY,New York,New York,509,5247500.0
2007-11-01,61628,10014,New York,NY,New York,New York,509,5484200.0
2007-12-01,61628,10014,New York,NY,New York,New York,509,5664800.0
2008-01-01,61628,10014,New York,NY,New York,New York,509,5777600.0
2008-02-01,61628,10014,New York,NY,New York,New York,509,5808700.0
2008-03-01,61628,10014,New York,NY,New York,New York,509,5806600.0
2008-04-01,61628,10014,New York,NY,New York,New York,509,5802700.0
2008-05-01,61628,10014,New York,NY,New York,New York,509,5756600.0
2008-06-01,61628,10014,New York,NY,New York,New York,509,5688800.0
2008-07-01,61628,10014,New York,NY,New York,New York,509,5671400.0
2008-08-01,61628,10014,New York,NY,New York,New York,509,5718700.0
2008-09-01,61628,10014,New York,NY,New York,New York,509,5791900.0
2008-10-01,61628,10014,New York,NY,New York,New York,509,5852400.0
2008-11-01,61628,10014,New York,NY,New York,New York,509,5891100.0
2008-12-01,61628,10014,New York,NY,New York,New York,509,5938500.0
2009-01-01,61628,10014,New York,NY,New York,New York,509,5988900.0
2009-02-01,61628,10014,New York,NY,New York,New York,509,6023600.0
2009-03-01,61628,10014,New York,NY,New York,New York,509,6076600.0
2009-04-01,61628,10014,New York,NY,New York,New York,509,6156000.0
2009-05-01,61628,10014,New York,NY,New York,New York,509,6196700.0
2009-06-01,61628,10014,New York,NY,New York,New York,509,6177200.0
2009-07-01,61628,10014,New York,NY,New York,New York,509,6138800.0
2009-08-01,61628,10014,New York,NY,New York,New York,509,6109900.0
2009-09-01,61628,10014,New York,NY,New York,New York,509,6096400.0
2009-10-01,61628,10014,New York,NY,New York,New York,509,6085000.0
2009-11-01,61628,10014,New York,NY,New York,New York,509,6089300.0
2009-12-01,61628,10014,New York,NY,New York,New York,509,6037100.0
2010-01-01,61628,10014,New York,NY,New York,New York,509,6011100.0
2010-02-01,61628,10014,New York,NY,New York,New York,509,6077600.0
2010-03-01,61628,10014,New York,NY,New York,New York,509,6091100.0
2010-04-01,61628,10014,New York,NY,New York,New York,509,5991100.0
2010-05-01,61628,10014,New York,NY,New York,New York,509,6018600.0
2010-06-01,61628,10014,New York,NY,New York,New York,509,6157400.0
2010-07-01,61628,10014,New York,NY,New York,New York,509,6240200.0
2010-08-01,61628,10014,New York,NY,New York,New York,509,6217900.0
2010-09-01,61628,10014,New York,NY,New York,New York,509,6195400.0
2010-10-01,61628,10014,New York,NY,New York,New York,509,6264700.0
2010-11-01,61628,10014,New York,NY,New York,New York,509,6427100.0
2010-12-01,61628,10014,New York,NY,New York,New York,509,6526100.0
2011-01-01,61628,10014,New York,NY,New York,New York,509,6583700.0
2011-02-01,61628,10014,New York,NY,New York,New York,509,6714700.0
2011-03-01,61628,10014,New York,NY,New York,New York,509,6827100.0
2011-04-01,61628,10014,New York,NY,New York,New York,509,6831600.0
2011-05-01,61628,10014,New York,NY,New York,New York,509,6860300.0
2011-06-01,61628,10014,New York,NY,New York,New York,509,6961300.0
2011-07-01,61628,10014,New York,NY,New York,New York,509,7004800.0
2011-08-01,61628,10014,New York,NY,New York,New York,509,6985300.0
2011-09-01,61628,10014,New York,NY,New York,New York,509,6938500.0
2011-10-01,61628,10014,New York,NY,New York,New York,509,6907100.0
2011-11-01,61628,10014,New York,NY,New York,New York,509,6883500.0
2011-12-01,61628,10014,New York,NY,New York,New York,509,6878800.0
2012-01-01,61628,10014,New York,NY,New York,New York,509,6902000.0
2012-02-01,61628,10014,New York,NY,New York,New York,509,6939400.0
2012-03-01,61628,10014,New York,NY,New York,New York,509,6970700.0
2012-04-01,61628,10014,New York,NY,New York,New York,509,6997500.0
2012-05-01,61628,10014,New York,NY,New York,New York,509,7022300.0
2012-06-01,61628,10014,New York,NY,New York,New York,509,7039800.0
2012-07-01,61628,10014,New York,NY,New York,New York,509,7057900.0
2012-08-01,61628,10014,New York,NY,New York,New York,509,7066500.0
2012-09-01,61628,10014,New York,NY,New York,New York,509,7083800.0
2012-10-01,61628,10014,New York,NY,New York,New York,509,7107500.0
2012-11-01,61628,10014,New York,NY,New York,New York,509,7165400.0
2012-12-01,61628,10014,New York,NY,New York,New York,509,7201800.0
2013-01-01,61628,10014,New York,NY,New York,New York,509,7177700.0
2013-02-01,61628,10014,New York,NY,New York,New York,509,7143400.0
2013-03-01,61628,10014,New York,NY,New York,New York,509,7247200.0
2013-04-01,61628,10014,New York,NY,New York,New York,509,7457400.0
2013-05-01,61628,10014,New York,NY,New York,New York,509,7612700.0
2013-06-01,61628,10014,New York,NY,New York,New York,509,7803200.0
2013-07-01,61628,10014,New York,NY,New York,New York,509,7995100.0
2013-08-01,61628,10014,New York,NY,New York,New York,509,8065400.0
2013-09-01,61628,10014,New York,NY,New York,New York,509,8072100.0
2013-10-01,61628,10014,New York,NY,New York,New York,509,8127900.0
2013-11-01,61628,10014,New York,NY,New York,New York,509,8105200.0
2013-12-01,61628,10014,New York,NY,New York,New York,509,8254400.0
2014-01-01,61628,10014,New York,NY,New York,New York,509,8476600.0
2014-02-01,61628,10014,New York,NY,New York,New York,509,8661800.0
2014-03-01,61628,10014,New York,NY,New York,New York,509,8905000.0
2014-04-01,61628,10014,New York,NY,New York,New York,509,9130400.0
2014-05-01,61628,10014,New York,NY,New York,New York,509,9248100.0
2014-06-01,61628,10014,New York,NY,New York,New York,509,9308100.0
2014-07-01,61628,10014,New York,NY,New York,New York,509,9391400.0
2014-08-01,61628,10014,New York,NY,New York,New York,509,9614100.0
2014-09-01,61628,10014,New York,NY,New York,New York,509,9887000.0
2014-10-01,61628,10014,New York,NY,New York,New York,509,10022200.0
2014-11-01,61628,10014,New York,NY,New York,New York,509,10118400.0
2014-12-01,61628,10014,New York,NY,New York,New York,509,10136900.0
2015-01-01,61628,10014,New York,NY,New York,New York,509,10078900.0
2015-02-01,61628,10014,New York,NY,New York,New York,509,10143700.0
2015-03-01,61628,10014,New York,NY,New York,New York,509,10075800.0
2015-04-01,61628,10014,New York,NY,New York,New York,509,9938600.0
2015-05-01,61628,10014,New York,NY,New York,New York,509,9827500.0
2015-06-01,61628,10014,New York,NY,New York,New York,509,9571200.0
2015-07-01,61628,10014,New York,NY,New York,New York,509,9278700.0
2015-08-01,61628,10014,New York,NY,New York,New York,509,9252000.0
2015-09-01,61628,10014,New York,NY,New York,New York,509,9458600.0
2015-10-01,61628,10014,New York,NY,New York,New York,509,9590700.0
2015-11-01,61628,10014,New York,NY,New York,New York,509,9629300.0
2015-12-01,61628,10014,New York,NY,New York,New York,509,9738300.0
2016-01-01,61628,10014,New York,NY,New York,New York,509,9884900.0
2016-02-01,61628,10014,New York,NY,New York,New York,509,9701500.0
2016-03-01,61628,10014,New York,NY,New York,New York,509,9357100.0
2016-04-01,61628,10014,New York,NY,New York,New York,509,9136500.0
2016-05-01,61628,10014,New York,NY,New York,New York,509,8965100.0
2016-06-01,61628,10014,New York,NY,New York,New York,509,8876100.0
2016-07-01,61628,10014,New York,NY,New York,New York,509,8976500.0
2016-08-01,61628,10014,New York,NY,New York,New York,509,9126300.0
2016-09-01,61628,10014,New York,NY,New York,New York,509,9135300.0
2016-10-01,61628,10014,New York,NY,New York,New York,509,9131700.0
2016-11-01,61628,10014,New York,NY,New York,New York,509,9095800.0
2016-12-01,61628,10014,New York,NY,New York,New York,509,9103000.0
2017-01-01,61628,10014,New York,NY,New York,New York,509,9193100.0
2017-02-01,61628,10014,New York,NY,New York,New York,509,9256500.0
2017-03-01,61628,10014,New York,NY,New York,New York,509,9377900.0
2017-04-01,61628,10014,New York,NY,New York,New York,509,9695400.0
2017-05-01,61628,10014,New York,NY,New York,New York,509,9894400.0
2017-06-01,61628,10014,New York,NY,New York,New York,509,9907700.0
2017-07-01,61628,10014,New York,NY,New York,New York,509,9953900.0
2017-08-01,61628,10014,New York,NY,New York,New York,509,9958800.0
2017-09-01,61628,10014,New York,NY,New York,New York,509,9828700.0
2017-10-01,61628,10014,New York,NY,New York,New York,509,9631000.0
2017-11-01,61628,10014,New York,NY,New York,New York,509,9515800.0
2017-12-01,61628,10014,New York,NY,New York,New York,509,9492800.0
2018-01-01,61628,10014,New York,NY,New York,New York,509,9524900.0
2018-02-01,61628,10014,New York,NY,New York,New York,509,9373400.0
2018-03-01,61628,10014,New York,NY,New York,New York,509,9119600.0
2018-04-01,61628,10014,New York,NY,New York,New York,509,8959300.0
