RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Sales
1998-12-01,61703,10128,New York,NY,New York,New York,22,3877800.0
1999-01-01,61703,10128,New York,NY,New York,New York,22,3829500.0
1999-02-01,61703,10128,New York,NY,New York,New York,22,3775800.0
1999-03-01,61703,10128,New York,NY,New York,New York,22,3716400.0
1999-04-01,61703,10128,New York,NY,New York,New York,22,3649600.0
1999-05-01,61703,10128,New York,NY,New York,New York,22,3578000.0
1999-06-01,61703,10128,New York,NY,New York,New York,22,3502200.0
1999-07-01,61703,10128,New York,NY,New York,New York,22,3425400.0
1999-08-01,61703,10128,New York,NY,New York,New York,22,3352700.0
1999-09-01,61703,10128,New York,NY,New York,New York,22,3288700.0
1999-10-01,61703,10128,New York,NY,New York,New York,22,3233300.0
1999-11-01,61703,10128,New York,NY,New York,New York,22,3185300.0
1999-12-01,61703,10128,New York,NY,New York,New York,22,3141500.0
2000-01-01,61703,10128,New York,NY,New York,New York,22,3100500.0
2000-02-01,61703,10128,New York,NY,New York,New York,22,3062900.0
2000-03-01,61703,10128,New York,NY,New York,New York,22,3028800.0
2000-04-01,61703,10128,New York,NY,New York,New York,22,2996900.0
2000-05-01,61703,10128,New York,NY,New York,New York,22,2967600.0
2000-06-01,61703,10128,New York,NY,New York,New York,22,2941000.0
2000-07-01,61703,10128,New York,NY,New York,New York,22,2919300.0
2000-08-01,61703,10128,New York,NY,New York,New York,22,2906000.0
2000-09-01,61703,10128,New York,NY,New York,New York,22,2903800.0
2000-10-01,61703,10128,New York,NY,New York,New York,22,2912100.0
2000-11-01,61703,10128,New York,NY,New York,New York,22,2929100.0
2000-12-01,61703,10128,New York,NY,New York,New York,22,2952600.0
2001-01-01,61703,10128,New York,NY,New York,New York,22,2978500.0
2001-02-01,61703,10128,New York,NY,New York,New York,22,3004800.0
2001-03-01,61703,10128,New York,NY,New York,New York,22,3031600.0
2001-04-01,61703,10128,New York,NY,New York,New York,22,3058600.0
2001-05-01,61703,10128,New York,NY,New York,New York,22,3083700.0
2001-06-01,61703,10128,New York,NY,New York,New York,22,3106900.0
2001-07-01,61703,10128,New York,NY,New York,New York,22,3130800.0
2001-08-01,61703,10128,New York,NY,New York,New York,22,3159700.0
2001-09-01,61703,10128,New York,NY,New York,New York,22,3196900.0
2001-10-01,61703,10128,New York,NY,New York,New York,22,3241800.0
2001-11-01,61703,10128,New York,NY,New York,New York,22,3292800.0
2001-12-01,61703,10128,New York,NY,New York,New York,22,3345700.0
2002-01-01,61703,10128,New York,NY,New York,New York,22,3395200.0
2002-02-01,61703,10128,New York,NY,New York,New York,22,3439200.0
2002-03-01,61703,10128,New York,NY,New York,New York,22,3479100.0
2002-04-01,61703,10128,New York,NY,New York,New York,22,3513900.0
2002-05-01,61703,10128,New York,NY,New York,New York,22,3541900.0
2002-06-01,61703,10128,New York,NY,New York,New York,22,3563800.0
2002-07-01,61703,10128,New York,NY,New York,New York,22,3583700.0
2002-08-01,61703,10128,New York,NY,New York,New York,22,3609100.0
2002-09-01,61703,10128,New York,NY,New York,New York,22,3644400.0
2002-10-01,61703,10128,New York,NY,New York,New York,22,3690500.0
2002-11-01,61703,10128,New York,NY,New York,New York,22,3739500.0
2002-12-01,61703,10128,New York,NY,New York,New York,22,3786700.0
2003-01-01,61703,10128,New York,NY,New York,New York,22,3831500.0
2003-02-01,61703,10128,New York,NY,New York,New York,22,3872600.0
2003-03-01,61703,10128,New York,NY,New York,New York,22,3909600.0
2003-04-01,61703,10128,New York,NY,New York,New York,22,3953800.0
2003-05-01,61703,10128,New York,NY,New York,New York,22,4013300.0
2003-06-01,61703,10128,New York,NY,New York,New York,22,4086400.0
2003-07-01,61703,10128,New York,NY,New York,New York,22,4160600.0
2003-08-01,61703,10128,New York,NY,New York,New York,22,4210000.0
2003-09-01,61703,10128,New York,NY,New York,New York,22,4210500.0
2003-10-01,61703,10128,New York,NY,New York,New York,22,4165800.0
2003-11-01,61703,10128,New York,NY,New York,New York,22,4090200.0
2003-12-01,61703,10128,New York,NY,New York,New York,22,3986700.0
2004-01-01,61703,10128,New York,NY,New York,New York,22,3865500.0
2004-02-01,61703,10128,New York,NY,New York,New York,22,3736900.0
2004-03-01,61703,10128,New York,NY,New York,New York,22,3609700.0
2004-04-01,61703,10128,New York,NY,New York,New York,22,3501100.0
2004-05-01,61703,10128,New York,NY,New York,New York,22,3428500.0
2004-06-01,61703,10128,New York,NY,New York,New York,22,3389300.0
2004-07-01,61703,10128,New York,NY,New York,New York,22,3375600.0
2004-08-01,61703,10128,New York,NY,New York,New York,22,3380400.0
2004-09-01,61703,10128,New York,NY,New York,New York,22,3397900.0
2004-10-01,61703,10128,New York,NY,New York,New York,22,3418500.0
2004-11-01,61703,10128,New York,NY,New York,New York,22,3443000.0
2004-12-01,61703,10128,New York,NY,New York,New York,22,3491800.0
2005-01-01,61703,10128,New York,NY,New York,New York,22,3581100.0
2005-02-01,61703,10128,New York,NY,New York,New York,22,3721500.0
2005-03-01,61703,10128,New York,NY,New York,New York,22,3910800.0
2005-04-01,61703,10128,New York,NY,New York,New York,22,4122100.0
2005-05-01,61703,10128,New York,NY,New York,New York,22,4318000.0
2005-06-01,61703,10128,New York,NY,New York,New York,22,4495600.0
2005-07-01,61703,10128,New York,NY,New York,New York,22,4659400.0
2005-08-01,61703,10128,New York,NY,New York,New York,22,4804300.0
2005-09-01,61703,10128,New York,NY,New York,New York,22,4927900.0
2005-10-01,61703,10128,New York,NY,New York,New York,22,5033500.0
2005-11-01,61703,10128,New York,NY,New York,New York,22,5117700.0
2005-12-01,61703,10128,New York,NY,New York,New York,22,5187500.0
2006-01-01,61703,10128,New York,NY,New York,New York,22,5235100.0
2006-02-01,61703,10128,New York,NY,New York,New York,22,5251000.0
2006-03-01,61703,10128,New York,NY,New York,New York,22,5255700.0
2006-04-01,61703,10128,New York,NY,New York,New York,22,5263700.0
2006-05-01,61703,10128,New York,NY,New York,New York,22,5250300.0
2006-06-01,61703,10128,New York,NY,New York,New York,22,5190800.0
2006-07-01,61703,10128,New York,NY,New York,New York,22,5075700.0
2006-08-01,61703,10128,New York,NY,New York,New York,22,4918600.0
2006-09-01,61703,10128,New York,NY,New York,New York,22,4751700.0
2006-10-01,61703,10128,New York,NY,New York,New York,22,4605900.0
2006-11-01,61703,10128,New York,NY,New York,New York,22,4499300.0
2006-12-01,61703,10128,New York,NY,New York,New York,22,4453300.0
2007-01-01,61703,10128,New York,NY,New York,New York,22,4447300.0
2007-02-01,61703,10128,New York,NY,New York,New York,22,4457200.0
2007-03-01,61703,10128,New York,NY,New York,New York,22,4490800.0
2007-04-01,61703,10128,New York,NY,New York,New York,22,4549100.0
2007-05-01,61703,10128,New York,NY,New York,New York,22,4596000.0
2007-06-01,61703,10128,New York,NY,New York,New York,22,4634400.0
2007-07-01,61703,10128,New York,NY,New York,New York,22,4707800.0
2007-08-01,61703,10128,New York,NY,New York,New York,22,4843600.0
2007-09-01,61703,10128,New York,NY,New York,New York,22,5032500.0
2007-10-01,61703,10128,New York,NY,New York,New York,22,5231300.0
2007-11-01,61703,10128,New York,NY,New York,New York,22,5397200.0
2007-12-01,61703,10128,New York,NY,New York,New York,22,5535400.0
2008-01-01,61703,10128,New York,NY,New York,New York,22,5624900.0
2008-02-01,61703,10128,New York,NY,New York,New York,22,5653500.0
2008-03-01,61703,10128,New York,NY,New York,New York,22,5671500.0
2008-04-01,61703,10128,New York,NY,New York,New York,22,5702200.0
2008-05-01,61703,10128,New York,NY,New York,New York,22,5685900.0
2008-06-01,61703,10128,New York,NY,New York,New York,22,5620500.0
2008-07-01,61703,10128,New York,NY,New York,New York,22,5573600.0
2008-08-01,61703,10128,New York,NY,New York,New York,22,5581400.0
2008-09-01,61703,10128,New York,NY,New York,New York,22,5622300.0
2008-10-01,61703,10128,New York,NY,New York,New York,22,5652900.0
2008-11-01,61703,10128,New York,NY,New York,New York,22,5660900.0
2008-12-01,61703,10128,New York,NY,New York,New York,22,5686900.0
2009-01-01,61703,10128,New York,NY,New York,New York,22,5719100.0
2009-02-01,61703,10128,New York,NY,New York,New York,22,5745800.0
2009-03-01,61703,10128,New York,NY,New York,New York,22,5807800.0
2009-04-01,61703,10128,New York,NY,New York,New York,22,5908200.0
2009-05-01,61703,10128,New York,NY,New York,New York,22,5956700.0
2009-06-01,61703,10128,New York,NY,New York,New York,22,5965200.0
2009-07-01,61703,10128,New York,NY,New York,New York,22,5994800.0
2009-08-01,61703,10128,New York,NY,New York,New York,22,6059500.0
2009-09-01,61703,10128,New York,NY,New York,New York,22,6125300.0
2009-10-01,61703,10128,New York,NY,New York,New York,22,6160300.0
2009-11-01,61703,10128,New York,NY,New York,New York,22,6191700.0
2009-12-01,61703,10128,New York,NY,New York,New York,22,6069700.0
2010-01-01,61703,10128,New York,NY,New York,New York,22,5983800.0
2010-02-01,61703,10128,New York,NY,New York,New York,22,6127100.0
2010-03-01,61703,10128,New York,NY,New York,New York,22,6202900.0
2010-04-01,61703,10128,New York,NY,New York,New York,22,5969400.0
2010-05-01,61703,10128,New York,NY,New York,New York,22,5825600.0
2010-06-01,61703,10128,New York,NY,New York,New York,22,5883200.0
2010-07-01,61703,10128,New York,NY,New York,New York,22,5925500.0
2010-08-01,61703,10128,New York,NY,New York,New York,22,5880800.0
2010-09-01,61703,10128,New York,NY,New York,New York,22,5769600.0
2010-10-01,61703,10128,New York,NY,New York,New York,22,5686400.0
2010-11-01,61703,10128,New York,NY,New York,New York,22,5724800.0
2010-12-01,61703,10128,New York,NY,New York,New York,22,5899400.0
2011-01-01,61703,10128,New York,NY,New York,New York,22,5987600.0
2011-02-01,61703,10128,New York,NY,New York,New York,22,5953600.0
2011-03-01,61703,10128,New York,NY,New York,New York,22,5958900.0
2011-04-01,61703,10128,New York,NY,New York,New York,22,6059600.0
2011-05-01,61703,10128,New York,NY,New York,New York,22,6124500.0
2011-06-01,61703,10128,New York,NY,New York,New York,22,6145300.0
2011-07-01,61703,10128,New York,NY,New York,New York,22,6137300.0
2011-08-01,61703,10128,New York,NY,New York,New York,22,6136100.0
2011-09-01,61703,10128,New York,NY,New York,New York,22,6137200.0
2011-10-01,61703,10128,New York,NY,New York,New York,22,6120700.0
2011-11-01,61703,10128,New York,NY,New York,New York,22,6099300.0
2011-12-01,61703,10128,New York,NY,New York,New York,22,6138100.0
2012-01-01,61703,10128,New York,NY,New York,New York,22,6271000.0
2012-02-01,61703,10128,New York,NY,New York,New York,22,6227500.0
2012-03-01,61703,10128,New York,NY,New York,New York,22,5931700.0
2012-04-01,61703,10128,New York,NY,New York,New York,22,5578000.0
2012-05-01,61703,10128,New York,NY,New York,New York,22,5401900.0
2012-06-01,61703,10128,New York,NY,New York,New York,22,5373300.0
2012-07-01,61703,10128,New York,NY,New York,New York,22,5432800.0
2012-08-01,61703,10128,New York,NY,New York,New York,22,5412400.0
2012-09-01,61703,10128,New York,NY,New York,New York,22,5404800.0
2012-10-01,61703,10128,New York,NY,New York,New York,22,5448300.0
2012-11-01,61703,10128,New York,NY,New York,New York,22,5499200.0
2012-12-01,61703,10128,New York,NY,New York,New York,22,5455900.0
2013-01-01,61703,10128,New York,NY,New York,New York,22,5378000.0
2013-02-01,61703,10128,New York,NY,New York,New York,22,5411800.0
2013-03-01,61703,10128,New York,NY,New York,New York,22,5480100.0
2013-04-01,61703,10128,New York,NY,New York,New York,22,5529100.0
2013-05-01,61703,10128,New York,NY,New York,New York,22,5560600.0
2013-06-01,61703,10128,New York,NY,New York,New York,22,5604000.0
2013-07-01,61703,10128,New York,NY,New York,New York,22,5643000.0
2013-08-01,61703,10128,New York,NY,New York,New York,22,5703700.0
2013-09-01,61703,10128,New York,NY,New York,New York,22,5627300.0
2013-10-01,61703,10128,New York,NY,New York,New York,22,5585000.0
2013-11-01,61703,10128,New York,NY,New York,New York,22,5628700.0
2013-12-01,61703,10128,New York,NY,New York,New York,22,5680900.0
2014-01-01,61703,10128,New York,NY,New York,New York,22,5649600.0
2014-02-01,61703,10128,New York,NY,New York,New York,22,5531400.0
2014-03-01,61703,10128,New York,NY,New York,New York,22,5542800.0
2014-04-01,61703,10128,New York,NY,New York,New York,22,5821800.0
2014-05-01,61703,10128,New York,NY,New York,New York,22,6177800.0
2014-06-01,61703,10128,New York,NY,New York,New York,22,6350000.0
2014-07-01,61703,10128,New York,NY,New York,New York,22,6354600.0
2014-08-01,61703,10128,New York,NY,New York,New York,22,6337700.0
2014-09-01,61703,10128,New York,NY,New York,New York,22,6571100.0
2014-10-01,61703,10128,New York,NY,New York,New York,22,6930900.0
2014-11-01,61703,10128,New York,NY,New York,New York,22,7105500.0
2014-12-01,61703,10128,New York,NY,New York,New York,22,7218800.0
2015-01-01,61703,10128,New York,NY,New York,New York,22,7384300.0
2015-02-01,61703,10128,New York,NY,New York,New York,22,7618100.0
2015-03-01,61703,10128,New York,NY,New York,New York,22,7914200.0
2015-04-01,61703,10128,New York,NY,New York,New York,22,8244000.0
2015-05-01,61703,10128,New York,NY,New York,New York,22,8412600.0
2015-06-01,61703,10128,New York,NY,New York,New York,22,8501900.0
2015-07-01,61703,10128,New York,NY,New York,New York,22,8550800.0
2015-08-01,61703,10128,New York,NY,New York,New York,22,8558700.0
2015-09-01,61703,10128,New York,NY,New York,New York,22,8497000.0
2015-10-01,61703,10128,New York,NY,New York,New York,22,8318400.0
2015-11-01,61703,10128,New York,NY,New York,New York,22,8094200.0
2015-12-01,61703,10128,New York,NY,New York,New York,22,7843700.0
2016-01-01,61703,10128,New York,NY,New York,New York,22,7611500.0
2016-02-01,61703,10128,New York,NY,New York,New York,22,7471000.0
2016-03-01,61703,10128,New York,NY,New York,New York,22,7418900.0
2016-04-01,61703,10128,New York,NY,New York,New York,22,7376300.0
2016-05-01,61703,10128,New York,NY,New York,New York,22,7286800.0
2016-06-01,61703,10128,New York,NY,New York,New York,22,7108100.0
2016-07-01,61703,10128,New York,NY,New York,New York,22,7023300.0
2016-08-01,61703,10128,New York,NY,New York,New York,22,7141100.0
2016-09-01,61703,10128,New York,NY,New York,New York,22,7254700.0
2016-10-01,61703,10128,New York,NY,New York,New York,22,7206400.0
2016-11-01,61703,10128,New York,NY,New York,New York,22,7136600.0
2016-12-01,61703,10128,New York,NY,New York,New York,22,7116500.0
2017-01-01,61703,10128,New York,NY,New York,New York,22,7171200.0
2017-02-01,61703,10128,New York,NY,New York,New York,22,7217000.0
2017-03-01,61703,10128,New York,NY,New York,New York,22,7272500.0
2017-04-01,61703,10128,New York,NY,New York,New York,22,7323000.0
2017-05-01,61703,10128,New York,NY,New York,New York,22,7330800.0
2017-06-01,61703,10128,New York,NY,New York,New York,22,7350800.0
2017-07-01,61703,10128,New York,NY,New York,New York,22,7410100.0
2017-08-01,61703,10128,New York,NY,New York,New York,22,7422400.0
2017-09-01,61703,10128,New York,NY,New York,New York,22,7417600.0
2017-10-01,61703,10128,New York,NY,New York,New York,22,7427300.0
2017-11-01,61703,10128,New York,NY,New York,New York,22,7371400.0
2017-12-01,61703,10128,New York,NY,New York,New York,22,7342700.0
2018-01-01,61703,10128,New York,NY,New York,New York,22,7353300.0
2018-02-01,61703,10128,New York,NY,New York,New York,22,7350300.0
2018-03-01,61703,10128,New York,NY,New York,New York,22,7363000.0
2018-04-01,61703,10128,New York,NY,New York,New York,22,7386600.0
