RegionID,RegionName,City,State,Metro,CountyName,SizeRank,Sales
2016-05-01,62041,11231,New York,NY,New York,New York,1996,2622700.0
2016-06-01,62041,11231,New York,NY,New York,New York,1996,2651400.0
2016-07-01,62041,11231,New York,NY,New York,New York,1996,2664600.0
2016-08-01,62041,11231,New York,NY,New York,New York,1996,2689600.0
2016-09-01,62041,11231,New York,NY,New York,New York,1996,2728700.0
2016-10-01,62041,11231,New York,NY,New York,New York,1996,2761500.0
2016-11-01,62041,11231,New York,NY,New York,New York,1996,2782900.0
2016-12-01,62041,11231,New York,NY,New York,New York,1996,2814900.0
2017-01-01,62041,11231,New York,NY,New York,New York,1996,2847300.0
2017-02-01,62041,11231,New York,NY,New York,New York,1996,2876900.0
2017-03-01,62041,11231,New York,NY,New York,New York,1996,2904500.0
2017-04-01,62041,11231,New York,NY,New York,New York,1996,2925300.0
2017-05-01,62041,11231,New York,NY,New York,New York,1996,2923800.0
2017-06-01,62041,11231,New York,NY,New York,New York,1996,2915300.0
2017-07-01,62041,11231,New York,NY,New York,New York,1996,2926600.0
2017-08-01,62041,11231,New York,NY,New York,New York,1996,2946300.0
2017-09-01,62041,11231,New York,NY,New York,New York,1996,2958800.0
2017-10-01,62041,11231,New York,NY,New York,New York,1996,2965400.0
2017-11-01,62041,11231,New York,NY,New York,New York,1996,2964400.0
2017-12-01,62041,11231,New York,NY,New York,New York,1996,2961600.0
2018-01-01,62041,11231,New York,NY,New York,New York,1996,2965300.0
2018-02-01,62041,11231,New York,NY,New York,New York,1996,2974000.0
2018-03-01,62041,11231,New York,NY,New York,New York,1996,3004000.0
2018-04-01,62041,11231,New York,NY,New York,New York,1996,3044500.0
